Ort;ID;1701 |Jan;1702 |Feb;1703 |M�r;1704 |Apr;1705 |Mai;1706 |Jun;1707 |Jul;1708 |Aug;1709 |Sep;1710 |Okt;1711 |Nov;1712 |Dez;1801 |Jan;1802 |Feb;1803 |M�r;1804 |Apr;1805 |Mai;1806 |Jun;1807 |Jul;1808 |Aug;1809 |Sep;1810 |Okt;1811 |Nov;1812 |Dez;1901 |Jan;1902 |Feb;1903 |M�r;1904 |Apr;1905 |Mai;1906 |Jun;1907 |Jul;1908 |Aug;1909 |Sep;1910 |Okt;1911 |Nov;1912 |Dez;2001 |Jan;2002 |Feb;2003 |M�r;2004 |Apr;2005 |Mai;2006 |Jun;2007 |Jul;2008 |Aug;2009 |Sep;2010 |Okt;2011 |Nov;2012 |Dez;2101 |Jan;2102 |Feb;2103 |M�r;2104 |Apr;2105 |Mai;2106 |Jun;2107 |Jul;2108 |Aug;2109 |Sep
Niedersachsen;3;2.98512583;3.076090602;2.955796916;3.074562953;2.927600245;3.058880912;2.972952464;2.995912351;3.087506615;3.088802156;3.110455159;3.141211005;3.069550169;3.173193204;3.052111039;3.106667347;2.993659365;2.994371261;3.085029869;3.109699252;3.173892929;3.087041702;3.009035049;3.015487437;2.872275465;2.963405389;2.904704328;2.983634647;2.828836348;2.922164381;2.923663401;3.060019155;3.040728506;3.015072655;2.796296296;2.513649831;1.96502442;1.376234279;1.046341031;1.074125003;0.900140863;0.635297724;0.289702939;0.219401103;0.274907725;0.43573984;0.690738259;0.912505254;0.960350699;0.920575512;0.778583421;0.711678832;0.675625333;0.705093265;0.751415197;0.833116592;0.957915235
JC Braunschweig, Stadt;21102;4.337915806;4.528301887;4.271267944;4.474130619;4.452102968;4.773033071;4.665343165;4.537347507;4.704184704;4.447997674;4.683134833;4.303309096;4.595153664;4.535114112;4.436583389;4.392065003;4.108987036;4.175824176;4.216734243;4.115410423;4.249568286;4.164777022;3.914102955;3.625866051;3.576341128;4.010369015;4.04224603;3.967951164;3.599326084;4.039007909;4.254663172;4.406858562;4.420887318;4.278622646;4.254815283;3.751399776;2.696647195;1.104;1.080526855;2.267711742;2.26833259;1.770433756;0.229222124;0.037091988;0.15015015;0.608272506;1.179173047;1.662689554;1.855936716;1.601208459;1.071723001;0.652320612;0.489494691;0.448600973;0.414523682;0.396856276;0.465152949
JC Salzgitter, Stadt;21104;2.692859508;2.634135809;2.620133659;2.687830688;2.736292428;2.909806358;2.599814299;2.612899907;2.516570008;2.816026504;2.855369336;3.163572244;3.040610183;2.937563971;2.875724012;2.623550946;2.413687748;2.464571781;2.82083075;2.85773884;3.303335098;3.1495228;3.072033898;3.129990418;2.82181357;3.060686016;3.250838926;3.408611228;3.159457167;3.278339542;3.296821306;3.572204126;3.300185772;3.462680004;3.257508834;3.208674486;2.228320527;1.075977163;0.196807347;0.171729097;0.116648993;0.010616838;0.010714668;0;0;*;0.156933079;0.495049505;0.716524854;0.995244941;0.860072775;0.740822645;0.398671096;0.591056095;0.531734359;0.754716981;0.841207652
JC Wolfenb�ttel;21106;1.657559199;1.884422111;1.547767301;1.727823299;1.436679674;1.550249465;1.656867985;2.000714541;2.232625135;2.23149492;2.398388869;2.350111029;2.447163515;2.653399668;2.638376384;2.560296846;2.575672119;2.583586626;2.536715621;2.397061666;2.670331828;2.61852807;2.584134615;2.711387829;2.527075812;2.74329195;2.391390992;1.956478339;1.23406838;1.754385965;1.962387572;2.352696232;2.086846543;2.082890542;1.758147513;1.288383079;0.787736853;0.446523496;0.104975856;0.102375102;0.060593819;0.040330712;0;*;0.063078217;*;0.086523902;*;0.148777896;0.189913484;0.442105263;0.656223539;0.747863248;0.686106346;0.666810067;0.726392252;0.645735916
JC Goslar;21124;2.973127501;3.106291653;3.184785055;3.145079472;3.059273423;3.309692671;3.182278196;3.227626679;3.045164234;3.181922988;3.421174295;3.354297694;3.415142394;3.327556326;3.102126176;3.314137972;3.338068182;3.531090239;3.424087504;3.464091732;3.653869893;3.524394833;3.581301835;3.856366165;3.589420655;3.545741325;3.524340771;3.589156166;3.650854866;3.486262312;3.372260858;3.871225223;3.917860038;3.804422469;0.456431535;0.321453529;0.303657695;0.19326339;0.271665308;0.481645405;0.443150165;0.379698772;0.03846647;0.129416332;0.223126395;0.419940396;0.997035839;1.545698925;1.71458718;1.473464598;1.197065259;1.010493587;0.978345943;0.988533017;1.118296955;1.3074594;1.630587574
JC Osterholz;21416;4.315027158;4.899645809;4.725565013;5.10413611;4.530838936;4.506877378;4.08103347;4.31085044;4.068904069;3.894547633;3.272290603;3.458556947;2.870813397;3.903456496;3.513513514;4.464014576;4.049079755;4.795573317;4.832256079;5.15625;4.833647207;4.881940013;3.854802441;3.501945525;4.002582311;4.752791069;4.914873113;4.766536965;3.887973641;3.579714949;3.451742627;3.357070193;3.803975326;3.780783906;3.571428571;3.376714738;2.70176654;2.689655172;2.356557377;2.130449033;1.371652515;0.91833388;0.262467192;0.23482053;0.337837838;1.126664391;1.848681958;2.303988996;2.472899729;2.408026756;2.572669562;2.578700603;2.648556876;2.57997936;2.92173913;2.75326509;3.205128205
JC Celle;22102;4.833448651;4.838080375;4.378435722;4.704521354;4.393185299;4.893637318;4.220376205;4.337486921;4.568965517;5.047801147;4.828645483;5.056342098;4.908445978;5.296934866;5.060981465;5.077750048;4.5621852;4.619565217;4.766536965;4.790949336;5.069493051;4.962829013;5.060216577;4.67611336;4.495514565;4.32697112;4.514062656;4.238235593;4.093089721;4.022633745;4.172246832;4.836519377;4.998418222;4.743167074;4.316546763;3.892054618;3.496127367;2.696917808;2.330508475;1.932963191;1.470588235;0.882141758;0.145545275;0.200126396;0.160892417;0.164293538;0.307692308;0.630252101;0.789560259;1.012167546;1.078598889;1.029821927;0.911062907;0.953320184;0.924585051;0.920873124;1.319139088
JC Heidekreis;22116;3.618800461;2.971004142;2.935365509;3.066271019;2.860395617;2.961373391;2.884338044;3.284192089;3.361714621;3.354608876;.;3.002378121;2.768729642;2.749341913;2.689344381;2.820812628;2.948982601;3.225324772;3.438995215;3.579011222;3.360957643;3.474784748;3.135619401;3.029836973;2.175217522;1.756229361;1.713512701;1.996038397;2.24892175;2.186133666;2.344116268;2.419611589;2.771924137;2.891018353;2.954209749;2.605703048;2.504911591;2.000650618;2.138951431;2.245769413;1.82549505;1.239733457;0.486961986;0.595429675;1.046777887;1.494271957;2.120200334;2.371740959;2.616327206;2.267126663;1.832760596;1.494989322;1.381031614;1.353408899;1.170798898;1.328903654;1.634974231
JC Emden, Stadt;22402;2.081218274;1.665837892;1.574028529;1.862745098;1.972722845;2.395934172;2.099420849;2.150277845;2.254349424;2.293464858;2.380368098;2.099802372;2.191038897;2.243902439;2.351515152;2.476930549;2.264978081;2.227662179;2.143569292;2.462311558;2.374406398;2.57951415;2.08281054;2.226113057;1.972534332;2.151867425;2.318125771;1.938369781;1.68567179;1.397205589;1.567554118;2.021967049;1.859296482;1.830663616;1.496002063;1.422659079;1.168224299;0.905094388;0.869120654;0.771144279;0.565388397;0.270735909;0;*;0.257599176;0.500395049;0.771892467;0.903054449;0.948116934;0.946621089;0.651380928;0.604944766;0.551615445;0.527843758;0.537201182;0.486223663;0.409948073
JC Leer;22410;.;.;3.189066059;2.903835764;2.624495289;2.287357896;2.006688963;.;2.551167483;2.591267001;2.225392297;2.206896552;2.294271191;2.864123795;3.042651453;3.279813366;2.972369523;2.802027598;2.45971162;2.502144695;1.774379688;1.746470674;1.928696669;2.689199118;3.293980469;3.143734464;2.849129023;2.412868633;1.91904048;1.976585069;1.510015408;1.491146319;0.945626478;1.399713695;1.842358219;2.147239264;1.967107385;1.662049861;2.178121975;2.132701422;2.312758462;2.139037433;1.754926108;0.78125;0.271695701;0.275660775;0.725806452;1.116143643;1.092809629;1.165501166;0.815008458;0.925783058;0.852713178;0.93676815;0.933839823;0.963081862;1.07755102
JC Wittmund;22444;2.32738557;2.88973384;2.601809955;3.12622118;2.684294872;2.373290426;2.401302401;2.195526098;2.640402347;2.799832846;2.530577815;2.263202012;1.848049281;2.184466019;2.061005771;1.966652416;2.12858384;2.354509107;2.742805755;3.001364256;3.252404947;3.169499311;2.606310014;2.435723951;2.278820375;1.811754308;2.424786709;3.055555556;2.764761012;2.532833021;1.989578399;2.132816287;2.383316783;2.885572139;2.463054187;1.891488303;1.233958539;1.274509804;0.830258303;0.791556728;0.309187279;0.08908686;0.046104195;*;0.435835351;0.693069307;1.347449471;1.362781955;1.093394077;0.626678603;0.624721107;0.407608696;0.411334552;*;*;0.246062992;0.29925187
JC Aurich;22446;2.804364472;3.016591252;2.915369374;3.367454319;3.310491265;3.62444573;3.525983487;3.301655726;3.500247893;3.386434225;3.357722762;3.271635818;2.950172669;2.945218928;2.877199921;3.038203149;2.887830581;2.917556165;3.236047107;3.371948697;3.23699422;3.163426169;3.339654446;3.22513089;2.990654206;2.716996785;2.855362891;3.107285324;2.856536052;3.066894636;3.236907194;3.516819572;3.335535007;3.082191781;2.90208241;2.573408116;2.463863338;2.35024049;2.448150524;2.310861047;2.001774973;1.356301356;0.625;0.296675192;0.262412092;0.421166307;0.403181868;0.485018323;0.432261465;0.395627277;0.404942374;0.524879278;0.72815534;0.642054575;0.571742716;0.658776239;0.848128463
JC G�ttingen;23102;2.324037185;2.364687336;2.299377661;2.282388333;2.184260286;2.233186185;2.22179289;2.156369036;2.463213846;2.45981649;2.486782847;2.162516383;1.934979477;2.097130243;2.232865187;2.346288834;2.433153341;2.389345868;2.557544757;2.404610493;2.491750286;2.288672434;2.217492791;2.185754671;1.876583796;1.969800961;1.924530896;2.170168791;2.1180868;2.264808362;2.298206278;2.5412331;2.597681408;2.512453974;2.34188652;2.255257433;1.864835562;1.563508571;1.54486456;1.731958763;1.766019352;1.325706595;0.899013113;0.544514021;0.566689703;0.645568732;0.98891008;1.316534541;1.298701299;1.186074095;0.891054647;0.723478261;0.66596565;0.810372771;0.975436098;1.142113633;1.355133304
JC Northeim;23106;2.483315226;2.5382263;2.528945765;2.732995547;2.743949437;2.746241178;2.865022215;2.757125155;2.673128029;2.374587199;1.98286802;2.023395511;2.069614299;2.153894178;1.674229385;1.788257636;1.75688509;1.927365403;1.965206186;2.089454783;2.076124567;1.761675253;1.813297515;1.622344874;1.650709805;1.44903672;1.51940545;1.777999335;1.756146513;1.9124308;1.896697714;1.94506057;1.7019082;1.688718663;1.606145251;1.533635413;1.291448517;0.993897123;1.07266436;0.927487352;0.734925672;0.285330648;0.05092514;0.119821979;0.27826087;0.498841974;0.805297065;0.912996778;0.622332859;0.440528634;0.365853659;0.279134682;0.315844885;0.30141844;0.445156695;0.491713713;0.795118343
JC Holzminden;23406;3.695150115;3.479150678;3.639602952;3.496681981;3.412881704;3.104155977;3.46144057;3.141762452;3.163900415;3.070517825;3.062548663;3.146762961;3.321410322;3.623004814;3.597669116;3.993855607;3.647180548;3.694968553;3.818804319;3.242094074;3.546480387;3.346028292;3.365253078;2.953353574;2.538902539;3.10626703;3.282275711;3.610503282;3.344389165;3.148720832;3.127665624;3.028554947;3.042596349;3.025014543;3.136909997;2.826855124;2.280805687;1.946902655;1.333719919;1.165103723;0.560695262;0.3085554;0.085567598;*;0.117164616;0.328849028;0.95837077;1.317365269;1.455301455;1.181334908;1.052631579;1.087275933;0.735294118;0.891530461;0.754603079;0.830003074;0.811232449
JC Hameln-Pyrmont;23408;2.692348622;2.792944141;2.830188679;3.106633081;2.977693603;2.7178511;2.430481851;2.175303903;2.486868903;2.420395869;2.452870608;3.010176754;2.888202068;3.06436221;2.713876815;2.773350335;2.584641675;2.276159655;2.058951019;2.21954953;2.643512886;2.827364453;2.777467931;2.600736689;2.645561213;2.528837622;2.421840599;2.164071989;2.157953281;1.86989139;2.031197396;2.157780569;2.464707244;2.482806854;2.367491166;1.998119417;1.231527094;0.656583421;0.279362123;0.405770965;0.290795213;0.180464697;0.079835766;0.115553501;0.151851419;0.166448698;0.106951872;0.178062678;0.153157399;0.175151798;0.185356812;0.150777082;0.140812016;0.201397939;0.205438066;0.171589656;0.124362641
JC Schaumburg;23444;3.970223325;3.797631308;3.621169916;3.579982352;3.795712484;4.165098482;4.241071429;3.939544103;3.803408249;3.552419854;3.235403496;3.169708929;3.301595153;3.668478261;3.565238921;3.392790321;3.064032016;3.02152839;3.138500635;3.168878011;3.421258814;3.797135725;4.010058232;3.869087054;3.632310517;3.958442925;3.885669125;3.987730061;3.898030753;4.066693778;4.267793837;4.42563818;4.41609421;4.491357325;3.982930299;3.57091844;3.083129232;2.600028889;2.462984055;2.158071749;1.635708345;0.865679978;0.295816312;0.215177163;0.32032615;0.785883749;1.301031853;1.690310896;1.484480432;1.338688086;1.176297603;1.346552234;1.664667067;1.906202723;1.774785802;1.744186047;1.736498327
JC Region Hannover;23702;2.336487042;2.354782568;2.243373438;2.400725801;2.302046134;2.44140625;2.404047941;2.458978075;2.541315504;2.563163244;2.621106242;2.63579507;2.544360475;2.675055287;2.578014184;2.599033359;2.508397056;2.450605176;2.451003881;2.294745732;2.32688125;2.264991797;2.333973791;2.308663054;2.24882745;2.305336725;2.25597443;2.311211677;2.19162651;2.365896891;2.365078162;2.459726754;2.410999705;2.479167745;2.272519969;2.072246835;1.375086514;0.752429721;0.231142615;0.32591718;0.271752259;0.151692089;0.010851218;0.008499375;0.007378168;0.006258371;*;0.005028411;*;*;*;0.003702013;0.006200089;0.007509951;0.008858181;0.010242884;0.016862313
JC Helmstedt;24110;3.263072558;3.489551633;3.272146848;3.307585661;3.460479748;3.754863813;3.937621832;3.575638507;3.679395386;3.505943985;4.052419355;3.85786802;3.634161114;3.526803708;3.365092236;3.708231459;4.050478323;4.160688666;3.995880536;3.876615256;4.164913757;4.504123493;3.820704376;3.583690987;3.807486631;4.484016306;4.580315296;4.219318912;3.743199129;3.699649737;3.797747847;3.849597135;4.183627318;4.040632054;4.065409948;3.145087236;1.979071884;0.545082898;0.203573852;0.110619469;0.043907794;0;0.088183422;*;0.090641287;0.23046785;0.738347946;1.222888786;1.546860783;1.707097934;1.495201964;1.303956835;1.08401084;0.862460281;1.103448276;1.313320826;1.309212092
JC Gifhorn;24112;2.22877745;2.490234375;2.500806712;2.726686028;2.339464343;2.182347236;2.390180879;2.390699198;2.447494625;2.380561484;2.479748719;2.349048801;2.249589491;2.609123728;2.682368335;2.849698746;2.650205761;2.904564315;3.040935673;3.116051878;3.206650831;2.906878486;2.847514743;2.807077237;2.527994571;2.675866712;2.662822252;2.384602282;2.396736359;2.481305235;2.776358372;2.797927461;2.778263149;2.744820259;2.678571429;2.284994602;1.979841613;1.536792623;1.508349793;1.357229859;1.011659808;0.374914792;0;*;0.052392595;0.196779964;0.433996383;0.614272809;0.785013381;0.863740525;1.035269345;0.984528833;1.045913845;1.129032258;1.361408604;1.561048132;1.420723622
JC Wolfsburg, Stadt;24114;4.965594198;5.101289134;5.075222041;5.040358744;4.68722467;5.024595924;5.202108963;5.216329379;5.780754318;5.264993026;5.227509552;4.704861111;4.267352185;4.488607161;4.848898754;4.895583704;5.000853388;5.046343975;5.118798043;4.931794334;5.120587207;5.182072829;5.140350877;4.947870649;4.64709993;4.553354188;3.934707904;4.182575495;3.959020663;5.43838243;4.986690328;5.529706514;4.577150009;4.782452355;4.674427064;3.263061412;3.600293902;3.164211675;3.552936976;3.462837838;3.421052632;3.046184081;2.187241094;1.148648649;1.011975038;0.96936126;1.46188653;1.650570676;1.662049861;2.007485539;2.015790358;1.794699765;1.371696219;1.214779821;1.205026683;1.591144933;1.45181039
JC Hildesheim;24402;4.024237634;4.347826087;3.947712418;4.129310909;4.132231405;4.645429183;4.648290209;4.420572917;4.333487237;4.141033274;4.370896067;4.500233692;4.353027181;4.159755855;3.621021859;3.639782419;3.645061312;3.697944835;3.821742066;3.876021798;3.918592618;3.692670085;3.417554117;3.514778841;3.304637601;3.410593722;3.344738496;3.765924682;3.72407956;3.576497303;3.61548884;3.634265936;3.738453706;3.399868392;3.196246609;2.687974078;1.742058264;0.935330654;0.425255874;0.342681306;0.303406427;0.26149188;0.193090132;0.146596859;0.09905894;0.158833297;0.196092672;0.188610809;0.079011636;0.063934077;0.084632203;0.077513917;0.078058473;0.0999001;0.115199078;0.102271897;0.096525097
JC Peine;24404;3.568174916;4.080107607;4.206161137;4.330416728;3.968489893;3.635830523;4.141665447;4.36900369;4.532620003;4.439147922;3.948356103;4.10543857;4.396266185;4.382055853;4.358173434;4.085284032;4.002389486;4.138449962;4.302378428;4.7641002;4.45413487;4.192277384;4.231625835;4.562248996;4.497941083;4.280957666;4.275270184;4.551261578;4.658634538;4.703608247;4.793630159;4.629324547;4.677581022;4.398925453;4.123190845;3.291482864;2.809083263;2.654123971;2.148760331;2.150882825;1.826846704;1.875993641;1.184379001;0.483792937;0.27700831;0.412405147;0.879522071;1.081530782;1.048149361;0.840200355;0.690541192;0.728037534;0.826312378;0.912052117;0.81512879;0.740253331;1.152882206
JC L�neburg;25102;3.16792202;3.189041096;2.887139108;3.087834152;2.942137954;2.868047983;2.919389978;3.104972376;3.433187479;3.245504919;2.98661174;3.276059565;3.64506208;4.069635994;3.884260302;3.712061379;3.429929817;3.693214002;3.961297666;4.110854503;4.080439612;3.681626928;3.477652001;3.263157895;2.959338227;3.384114432;3.34961619;3.193845437;3.01395567;3.305004721;3.441727985;3.667305849;3.605129446;3.521643434;3.512243384;3.282985894;2.475740234;1.240694789;0.493218249;0.375542777;0.31278962;0.299091223;0.05800464;0.047421458;0.048798341;0.225281602;0.54402834;1.068022886;1.352205232;1.58808322;1.431367751;1.3791405;1.147847785;1.293969849;1.626953625;1.756668835;1.837895015
JC Harburg;25104;3.45122996;3.40881422;3.299891212;3.315315315;3.132877206;3.208685163;2.742870952;2.73822563;2.747184754;2.930174564;2.947103275;3.25469913;3.214509068;3.37134358;3.106287425;3.181189488;3.166561115;3.26128661;3.457583548;3.604544861;3.570959695;3.125831338;2.692152376;2.852098329;2.908699165;2.872168285;2.738063124;2.769481401;2.472527473;2.701205153;2.850322943;2.959082543;3.073624017;3.178027035;3.032053133;2.580366153;2.550297535;1.864143483;1.661779081;1.731717064;1.666232752;1.317489021;0.543197103;0.198675497;0.107009096;0.329263273;0.834701697;1.137765593;1.212447797;1.150337168;1.143232589;1.141732283;1.124338624;0.933582289;1.01681128;1.003850385;1.186156852
JC L�chow-Dannenberg;25110;1.479188166;1.508916324;1.506849315;1.781431997;1.650618982;1.518288475;1.073407202;1.185495119;1.238499646;1.18237191;1.258540093;1.146131805;0.85531005;0.817632421;0.963941449;1.652892562;1.783764106;1.789627465;1.439645626;1.762940735;1.742424242;1.761102603;1.554001554;1.638704643;1.960784314;2.28050171;1.942857143;1.836266259;1.34202454;1.004248745;0.73757764;1.291585127;1.57294534;1.677316294;1.165594855;1.256077796;0.808734331;0.64672595;0.320769848;0.383288616;0.22675737;0.224634968;0.0382263;0;0;0;*;*;*;*;*;0;0.241643174;*;*;0.336275746;0.508259212
JC Uelzen;25112;5.876662636;5.941302792;5.589914367;4.701157571;3.836073386;4.218009479;4.573606479;4.430076628;4.432065876;3.47509113;4.327741308;4.340446169;5.554213958;5.181221114;5.074773229;4.615004936;4.863374279;4.966887417;4.602403477;4.523132592;5.513457016;5.822187254;6.517690875;5.826771654;5.328827658;4.66875326;4.48033342;4.628405184;4.068067003;4.247311828;4.243889337;4.325212154;4.668166479;3.989740667;4.468633629;4.208705679;3.786574871;2.457142857;1.571709234;1.33624216;0.96359743;0.667200427;0.080840744;0.135795763;0.580110497;1.185770751;1.781674208;2.422342548;3.110986547;3.421633554;3.112947658;2.818458138;2.754590985;3.259342512;4.131994261;4.324012684;4.467960024
