Ort	ID	1910	1911	1912	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2101	2102	2103	2104	2105	2106	2107	2108	2109
JC Ammerland	26112	3,466734642	2,750642674	2,07253886	1,251276813	1,209158734	1,485397784	1,364289134	1,104323308	0,444444444	0,308861962	0,384985563	0,889547813	1,394876997	1,864919355	2,164066432	1,962708538	1,334951456	0,723065799	0,914340712	1,149706458	1,209577882	1,392405063	1,609553479	1,590246488
JC Oldenburg	26118	3,985412868	4,319199368	3,99249732	2,469784551	1,883830455	1,45040145	1,783023606	1,616513305	1,41509434	1,002757583	0,812388931	0,991131977	1,361815754	1,713062099	1,726929304	1,534391534	1,356993737	1,402961808	1,335428123	1,365546218	1,457339693	1,717198819	2,101188831	2,120441052
JC Wilhelmshaven, Stadt	26126	2,720291553	2,518924563	2,55095332	2,059286464	1,038107753	0,025896672	0	0	0	0,012536041	0,037979491	*	0,052652363	0,21166821	0,673267327	0,940193262	1,15195444	0,839034465	0,880714933	0,906618314	1	0,987881981	0,957828921	1,238723576
JC Friesland	26130	4,993983153	4,843131282	4,501707544	3,603603604	3,337531486	2,391304348	1,646213708	0,087234661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,362916529
JC Osnabr‹¨«ck, Stadt	26402	3,701357466	3,569146508	3,114377584	2,455398198	2,001660363	1,824618736	1,960611922	1,563309725	1,170249653	0,602936036	0,452408409	0,469187043	0,997255261	1,495275663	1,899492854	1,919912233	1,799439371	1,333934205	0,896252037	0,588448307	0,646512475	0,688705234	0,642039639	0,891417734
JC Osnabr‹¨«ck	26410	2,323828665	2,303797468	1,63064088	1,175875585	0,732415709	1,034992607	1,200951249	1,005203406	0,738183117	0,470559846	0,576757884	0,862392201	0,926278391	0,806864754	0,770317114	0,651465798	0,609604379	0,458374628	0,436245793	0,475059382	0,608442135	0,590576454	0,852682671	0,924437299
JC Stade	26702	2,663825253	2,38706915	2,204928664	1,712328767	1,088116066	0,799074756	1,120016441	1,258116883	0,940343782	0,25440114	0,155537122	0,313414125	0,622559882	0,775111489	1,09658372	1,226738746	1,249104126	1,047173648	0,923764085	0,934579439	0,941054809	0,87194033	0,955858662	1,170351105
JC Cuxhaven	26704	2,162093817	2,010876439	1,842038859	1,489921122	1,199250468	0,974346325	0,873981339	0,545734963	0,285442436	0,048227634	0,098449422	0,188134955	0,19384854	0,412743454	0,409783583	0,40206056	0,272007913	0,257195346	0,283286119	0,345679012	0,47511878	0,52577584	0,573289902	0,518685995
JC Rotenburg (W‹¨«mme)	26706	3,42588446	3,10880829	2,406902816	1,519963702	0,937142857	0,895728066	1,278377783	1,251372119	1,413427562	1,829948672	2,389540126	2,5599631	2,24824356	2,426383981	2,652143026	2,900259373	2,517054811	2,286657237	1,993275696	2,341298576	2,364123812	2,832298137	2,537427049	3,115264798
JC Vechta	27402	2,174395385	2,07635633	1,865837406	1,306620209	0,52344602	0,302702703	0,566156427	0,806785271	0,745650373	0,523341009	0,365198711	0,216450216	0,472228469	0,897263347	1,578479324	1,54650403	1,559495834	1,404255319	1,415397813	1,526384649	1,488558098	1,617614019	1,706642066	1,455057498
